Unnamed: 0,URL,Image_Name,Folder_Name,Store_Name,Store_Category,Store_Location,NIMA Model Score,Rescaled_NIMA Score,Paq2piq Average Local Score,Rescaled_Paq2piq Average Local Score,Paq2piq Normalized Global Score,Rescaled_Paq2piq Normalized Global Score,Paq2piq Class,Rescaled_Paq2piq Class,Strengths,Strengths_Keywords,Human Eye Focus,Human Eye Focus_Keywords,Suggestion,Suggestion_Keywords,HyperParameter_Strengths,HyperParameter_Strengths_Keywords,HyperParameter_Human Eye Focus,HyperParameter_Human Eye Focus_Keywords,HyperParameter_Suggestion,HyperParameter_Suggestion_Keywords,Neuron_Strengths,Neuron_Strengths_Keywords,Neuron_Heatmap_Observations,Neuron_Heatmap_Observations_Keywords,Neuron_Suggestion,Neuron_Suggestion_Keywords,Neuron_Focus,Neuron_Cognitive Demand,Neuron_Clarity,Neuron_Engagement,Initial_Processed_Keywords,Topic_3,Topic_6,Topic_5
11,https://drive.google.com/file/d/1iddVIYiz5fLlC24mOgQUL7YKrsvDaJ1A/view?usp=drive_link,11_Cafe for Bowls.HEIC,Restaurant,Vitality Bowls San Jose - Brokaw,American Restaurant,"San Jose, CA",6.052596457,7.523110503,67.53013611,57.39648615,70.75840174,67.08128303,Good,Good,"Modern, sleek design: 'Vitality Bowls' signage is clean and professional.
Outdoor seating: Provides an inviting space for customers.","Modern, sleek design, Outdoor seating","Primary Focus on the 'Vitality Bowls' logo and signage.
Secondary Focus on the red umbrella and outdoor seating.","Logo Focus, Seating area","Add more plants or decor to enhance the outdoor seating area.
Consider a larger 'Open' sign for better visibility.","Outdoor Decor, Open Sign","Modern Aesthetic: The sleek design and clean signage provide a professional look.
Outdoor Seating: The red umbrella adds a pop of color, making the seating area more appealing.","Sleek Design, Inviting Seating","Primary Focus: The ""Vitality Bowls"" logo is clean and easy to read.
Secondary Focus: The red umbrella draws attention to the outdoor space. ","Logo Focus, Seating Highlight","Add Greenery: Incorporate plants or decor to soften the modern design.
Improve Signage Lighting: Enhance the visibility of the logo at night. ","Greenery Addition, Lighting Enhancement","Prominent Branding: The ""Vitality Bowls"" sign is clear, bold, and positioned at the top of the storefront, making it easily noticeable from a distance. Its vibrant colors effectively grab attention.
Outdoor Seating Appeal: The red umbrella outside enhances the visual appeal and creates a welcoming atmosphere, encouraging potential customers to approach.","Prominent Branding, Outdoor Seating Appeal","Focus Area 1 (Signage): The neuron heatmap highlights concentrated attention on the ""Vitality Bowls"" sign, validating its strong impact on passersby. This aligns well with branding goals.
Focus Area 2 (Door Text): Moderate attention is drawn to the glass door's lower half, where additional information (e.g., menu items) is listed. However, this focus is less intense, potentially diluting its visibility.","Signage Focus, Door Text","Improvement 1: Add subtle backlighting or contrast to the signage to enhance its visibility during evening hours. This will ensure consistent branding impact.
Improvement 2: Reorganize the text on the glass door with bolder fonts or a cleaner layout to draw more attention to key offerings (e.g., smoothies, acai bowls).","Enhance Visibility, Text Hierarchy",51.0,48.0,62.0,71.0,"outdoordecor,opensign",0,4,4
12,https://drive.google.com/file/d/1QFDY1rADefd08SphmtCnP2KCzyKV6ywB/view?usp=drive_link,12_Kazoo Sushi.HEIC,Restaurant,Kazoo Japanese Sushi Boat Restaurant,Asian Restaurant,"San Jose, CA",5.774878282,6.129263388,69.80123138,64.20977198,72.12977014,71.19538825,Good,Good,"Authentic Japanesestyle decor: Hanging lanterns create a traditional feel.
Clear signage: 'Kazoo Restaurant' sign is bold and easy to read.","Authentic Japanesestyle decor, Clear signage","Primary Focus on the red door and 'Kazoo' sign.
Secondary Focus on the hanging lanterns and 'Open Now' sign.","Red door, Open sign","Enhance the entrance area with additional lighting for evening hours.
Add more seating or decorative elements to attract more foot traffic.","Lighting Enhancement, Entrance Appeal","Authentic Decor: The Japanese lanterns and traditional styling create an inviting, cultural feel.
Visible Signage: The large ""Kazoo"" sign is clear and easy to read. ","Cultural Decor, Clear Signage","Primary Focus: The hanging lanterns and red door immediately grab attention.
Secondary Focus: The ""Open Now"" signage reinforces accessibility. ","Lantern Appeal, Door Focus","Enhance Lighting: Add soft lighting to accentuate the lanterns during the evening.
Refresh Exterior: Repaint or maintain exterior elements to keep them vibrant. ","Lighting Enhancement, Exterior Refresh","Distinctive Lanterns: The lantern decorations add cultural charm, attracting attention and reflecting an authentic Japanese dining experience.
Bold Signage: The 'Kazoo Restaurant' sign is large, clear, and highly visible, effectively drawing attention to the store.","Distinctive Lanterns, Bold Signage","Focus Area 1 (Signage): The heatmap highlights strong attention on the 'Kazoo Restaurant' sign, confirming its effectiveness as a primary focal point.
Focus Area 2 (Entry Area): Moderate attention is drawn to the lanterns and the doorway, creating a sense of invitation.","Signage Focus, Entrance Area","Improvement 1: Illuminate the lanterns during evening hours to enhance the cultural charm and visibility of the storefront.
Improvement 2: Add a small menu display or promotional board near the entrance to provide information and attract customers.","Enhance Visibility, Promotional Appeal",71.0,69.0,57.0,82.0,"lightingenhancement,entranceappeal",2,1,2
13,https://drive.google.com/file/d/1bD_lL_-6L_YLivHtSwzODcmfEIINNgAM/view?usp=drive_link,13_Sandwich.jpeg,Restaurant,Annie's Sandwiches,Asian Restaurant,"Santa Clara, CA",5.857510433,6.387078805,67.4678421,57.20960413,75.68702875,81.86716407,Good,Excellent,"Dual business offering: Combines sandwich shop and cleaners for convenience.
Visible 'Open' signs: Clearly indicates the business status.","Dual business offering, Visible 'Open' signs","Primary Focus on the 'Annie's Sandwiches' and 'University Cleaners' signs.
Secondary Focus on the 'Open' neon signs and window display.","Logo focus, Neon sign","Update exterior paint to freshen up the appearance.
Improve signage lighting for better visibility in the evening.","Exterior Paint, Signage Lighting","Dual Functionality: Combining a sandwich shop with cleaners provides convenience and draws diverse customers.
Clear Signage: The storefront displays business names and services in a readable manner, aiding customer recognition. ","Dual Function, Clear Signage","Primary Focus on Store Name: The dark blue sign with gold lettering naturally catches attention.
Secondary Focus on Window Text: The detailed window text provides service information but can appear cluttered.","Store Name, Window Signage","Modernize Signage: Update the design of the signage to improve appeal and visibility.
Declutter Windows: Remove some text or rearrange window signage to reduce visual overload.","Signage Upgrade, Window Simplification","Clear Branding: The 'Annie's Vietnamese Sandwiches' signage is distinctive and conveys the type of cuisine clearly.
Dual Purpose: Combining sandwich offerings with dry cleaning services is unique and grabs attention.","Clear Branding, Dual Purpose","Focus Area 1 (Signage): Strong focus on the signage, highlighting its visibility and importance in drawing customers.
Focus Area 2 (Glass Door): Moderate attention on the door, likely due to the reflective surface and posted information.","Signage Focus, Glass Door","Improvement 1: Use better lighting or contrast for the signage to make it more appealing in low-light conditions.
Improvement 2: Add a larger menu display or poster near the entrance for better communication of services.","Enhance Lighting, Promotional Appeal",65.0,56.0,70.0,65.0,"exteriorpaint,signagelighting",0,5,0
14,https://drive.google.com/file/d/1Q7Ttjbvdyj3OZmptEi6atWTTI-T-9Shu/view?usp=drive_link,14_French Restaurant.PNG,Restaurant,The Girl & The Fig,French Restaurant,"Sonoma, CA",5.410686769,4.5857633,67.4950943,57.29136072,77.73478876,88.0104441,Good,Excellent,"Charming exterior with Frenchstyle decor: Inviting for pedestrians.
Menu board clearly displayed: Highlights key offerings like charcuterie.","Charming exterior, Menu display","Primary Focus on the red double doors and hanging sign.
Secondary Focus on the outdoor menu board and seating area.","Red door, Open sign, Seating area","Refresh the exterior paint and awning to maintain a clean look.
Add more lighting to enhance nighttime visibility and appeal.","Paint Refresh, Lighting Enhancement","Charming French Design: The red door and rustic elements provide a cozy and authentic look.
Inviting Menu Board: The outdoor chalkboard highlights key offerings, attracting passersby. ","Rustic Design, Menu Board","Primary Focus on Red Door: The vibrant red door creates an immediate focal point.
Secondary Focus on Chalkboard Sign: The decorative chalkboard grabs attention, encouraging engagement.","Door, Signage","Refresh Exterior Elements: Repaint and maintain outdoor elements to sustain a clean, welcoming appearance.
Add Lighting: Increase lighting near the menu board and storefront for nighttime visibility.","Exterior Refresh, Lighting Enhancement","Inviting Chalkboard: The handwritten chalkboard adds charm and communicates menu highlights effectively.
Elegant Door Design: The red door stands out, adding a welcoming and sophisticated touch.","Inviting Chalkboard, Elegant Door Design","Focus Area 1 (Chalkboard): Strong attention on the chalkboard, validating its role as an effective focal point for passersby.
Focus Area 2 (Door): Moderate attention on the red door, enhancing the welcoming appeal.","Chalkboard Focus, Red Door","Improvement 1: Update the chalkboard regularly with promotions or seasonal offerings to keep it engaging.
Improvement 2: Add subtle lighting around the doorway for evening visibility and elegance.","Update Chalkboard, Enhance Lighting",84.0,80.0,52.0,84.0,"paintrefresh,lightingenhancement",2,1,2
15,https://drive.google.com/file/d/1H3cQKxqshk1OhfcdIJ5uITotePBpgTdL/view?usp=drive_link,15_Branch Cafe.PNG,Restaurant,Kenny's Cafe,American Restaurant,"Santa Clara, CA",5.82925719,6.377842437,67.71338654,57.94623743,82.83864771,100.0,Excellent,Excellent,"Bold and playful signage: 'Kenny's Cafe' stands out with large burger graphic.
Patriotic theme with flags: Adds unique character to the cafe.","Bold and playful signage, Patriotic theme with flags","Primary Focus on the large burger image and 'Kenny's Cafe' sign.
Secondary Focus on the 'Breakfast' and 'Lunch' signs, and seating area.","Large Image, Signage focus, Seating area","Simplify the signage for a cleaner look.
Enhance the seating area with updated furniture or decor.","Signage Simplification, Seating Update","Bold Signage: The large ""Kenny's Cafe"" lettering combined with the burger graphic effectively grabs attention.
Patriotic Theme: The flags add a unique character, making the storefront memorable.","Bold Signage, Patriotic Elements","Primary Focus: The large burger graphic dominates the visual field.
Secondary Focus: The ""Breakfast"" and ""Lunch"" signs direct attention to the offerings. ","Graphic Focus, Menu Highlights","Simplify Signage: Reduce the visual clutter for a cleaner, more modern look.
Improve Seating Area: Update the outdoor furniture to create a more inviting environment. ","Signage Simplification, Seating Improvement","Bold Visuals: The burger image on the signage is eye-catching and conveys the store's primary offering clearly.
Patriotic Decor: The use of American flags adds a unique identity and makes the storefront stand out.","Bold Signage, Storefront Decor","Focus Area 1 (Burger Signage): The heatmap shows strong attention on the burger visual, effectively drawing focus.
Focus Area 2 (Flags): Moderate attention on the flags, contributing to the overall appeal and unique theme.","Signage Focus, Flags","Improvement 1: Add brighter lighting for the signage to enhance its visibility at night.
Improvement 2: Introduce seating or small decorative elements outside to improve curb appeal.","Enhance Lighting, Add Seating",78.0,76.0,51.0,69.0,"signagesimplification,seatingupdate",0,0,0
16,https://drive.google.com/file/d/169IgfmgXXUBr3tdIsTNLgCzt8JEEcNpO/view?usp=drive_link,16_Pho.jpeg,Restaurant,Pho Bel Air,Asian Restaurant,"San Jose, CA",5.857510433,5.068147649,63.30535126,44.72213159,76.05662714,82.97595924,Good,Excellent,"Clear and bold signage: 'Pho BelAir' stands out with a modern design.
Outdoor seating option: Invites customers to sit and enjoy the atmosphere.","Clear and bold signage, Outdoor seating","Primary Focus on the 'Pho BelAir' signage.
Secondary Focus on the outdoor seating area and entrance.","Signage focus, Seating area and entrance","Add more decorative elements to enhance the seating area.
Improve lighting to make the storefront more visible at night.","Decorative Elements, Lighting Improvement","Clear Branding: The ""Pho Bel-Air"" sign prominently communicates the restaurant__ identity.
Outdoor Seating: The chairs add a casual dining appeal to the space.","Branding Clarity, Seating Option","Primary Focus: The ""Pho Bel-Air"" logo draws immediate attention.
Secondary Focus: The outdoor seating area adds to the inviting feel.","Logo Focus, Seating Draw","Add Exterior Decor: Enhance the seating area with plants or themed decor.
Improve Lighting: Install warm lights to make the storefront more welcoming at night.","Decor Enhancement, Lighting Update","Vibrant Signage: The green 'Pho Bel-Air' sign is striking and easily recognizable.
Cozy Seating: Outdoor seating arrangements add charm and convenience for customers.","Vibrant Signage, Cozy Seating","Focus Area 1 (Signage): Strong attention on the signage, ensuring the brand stands out.
Focus Area 2 (Seating Area): Moderate focus on outdoor seating, reflecting customer engagement.","Signage Focus, Seating Area","Improvement 1: Use plants or decorations around the seating area to enhance its appeal.
Improvement 2: Add lighting under the signage for better visibility in the evening.","Add Decoration, Enhance Lighting",45.0,48.0,59.0,79.0,"decorativeelements,lightingimprovement",0,5,0
17,https://drive.google.com/file/d/1_BbTbK6aDtE6zy8Lz0MwQMFjlX967zHw/view?usp=drive_link,17_Pizza.PNG,Restaurant,Slice Pizza,American Restaurant,"San Jose, CA",5.562013958,6.465029921,66.3438797,53.83771692,81.05897699,97.9830088,Excellent,Excellent,"Eyecatching red awning and signage: 'Slice Pizza' stands out with bold colors.
Outdoor seating available: Enhances customer experience.","Eye catching red signage, Outdoor seating","Primary Focus on the 'Slice Pizza' logo and red seating.
Secondary Focus on the promotional signs and 'Open' sign.","Logo Focus, Seating area, Open sign","Reduce clutter on the windows for a cleaner look.
Consider updating outdoor furniture to make it more modern and inviting.","Clutter Reduction, Furniture Update","Eye-Catching Awning: The red awning and bold logo stand out.
Inviting Seating: The outdoor chairs make the space approachable and friendly. ","Bold Awning, Friendly Seating","Primary Focus: The ""Slice Pizza"" logo and red awning dominate the view.
Secondary Focus: The menu posters and ""Open"" sign catch attention secondarily.","Logo Visibility, Menu Posters","Simplify Window Signage: Reduce visual clutter for a cleaner appearance.
Update Furniture: Modernize outdoor seating to attract more customers. ","Signage Simplification, Furniture Update","Distinctive Arches: The architectural design of the entrance adds a unique visual element.
Red Chairs: Bright outdoor seating is inviting and aligns with the color theme.","Distinctive Arches, Seating Area","Focus Area 1 (Signage): Heatmap shows strong attention on the 'Slice Pizza' signage.
Focus Area 2 (Seating): Moderate focus on the red chairs, enhancing the inviting appeal.","Signage Focus, Seating Area","Improvement 1: Highlight the menu offerings more prominently on the glass doors.
Improvement 2: Add decorative lighting around the entrance to emphasize the architectural design.","Add Promotion Display, Enhance Lighting",43.0,65.0,68.0,79.0,"clutterreduction,furnitureupdate",1,4,1
18,https://drive.google.com/file/d/13jGing5dEuII21qysZRmq63Sc3rreOxb/view?usp=drive_link,18_Bread bakery.HEIC,Restaurant,Beard Papa's,Bakery Store,"Cupertino, CA",5.751986619,6.91960572,67.00086212,55.80866419,71.51565729,69.35304969,Good,Good," Fun and recognizable logo: 'Beard Papa's' logo is playful and engaging.
 Large windows: Offer a clear view inside, making the store inviting.","Fun logo, Window view","Primary Focus on the 'Beard Papa's' logo.
Secondary Focus on the 'Open' sign and display cases inside.","Logo Focus, Open sign"," Add more decorative elements like window art to catch attention.
 Enhance the lighting around the entrance for better nighttime visibility.","Window Art, Lighting Enhancement","Playful Branding: The recognizable logo and name create a fun, family-friendly atmosphere.
Clear Windows: Large windows allow visibility inside, making the store inviting.","Family Appeal, Transparent Design","Primary Focus: The bold ""Beard Papa's"" logo.
Secondary Focus: The neon ""Open"" sign draws attention. ","Logo Emphasis, Open Sign","Add Window Decor: Use creative designs to make the storefront even more engaging.
Improve Entrance Lighting: Enhance the entrance with warm lighting for nighttime customers.","Window Creativity, Lighting Update","Bright Signage: The yellow 'Beard Papa's' sign is eye-catching and cheerful, making the store inviting.
Glass Frontage: Large windows provide visibility into the store, enhancing transparency and curiosity.","Bright Signage, Glass Frontage","Focus Area 1 (Signage): Strong focus on the yellow signage, drawing immediate attention to the brand name.
Focus Area 2 (Windows): Moderate attention on the glass windows, reflecting an inviting atmosphere.","Signage Focus, Window Display","Improvement 1: Add soft lighting around the signage for enhanced visibility in the evening.
Improvement 2: Display promotional offers or seasonal menus prominently on the windows.","Enhance Lighting, Promotional Appeal",58.0,54.0,65.0,75.0,"windowart,lightingenhancement",2,0,2
19,https://drive.google.com/file/d/10Sjm3BibHoRp50_CogXbgo-8tDL3DQHn/view?usp=drive_link,19_European Cuisine.HEIC,Restaurant,House of Falafel,European Restaurant,"Cupertino, CA",4.884392083,3.99260567,69.19593048,62.39386927,72.77217279,73.1225962,Good,Good," Simple and straightforward signage: 'House of Falafel' is clear and easy to read.
 Visible menu offerings: Clear signage showing 'Shawerma' and 'Falafel'.","Straight forward signage, Visible menu"," Primary Focus on the 'House of Falafel' signage.
 Secondary Focus on the menu offerings inside.","Signage focus, Menu offering","Update the storefront exterior to make it more modern.
Add more outdoor seating or decor to attract customers.","Exterior Update, Outdoor Seating","Simple Signage: The ""House of Falafel"" sign is straightforward and easy to read.
Visible Menu: The menu offerings are clearly displayed, helping with customer decisions.","Simple Signage, Menu Display","Primary Focus: The ""House of Falafel"" logo.
Secondary Focus: The menu signage within the windows.","Logo Focus, Menu Highlights","Update Exterior Design: Modernize the storefront to improve appeal.
Add Outdoor Seating: Create a cozy area to attract more customers.","Design Modernization, Seating Addition","Clear Branding: The signage highlights the cuisine ('Mediterranean') effectively.
Accessibility: The entrance is wide and includes features for accessibility, such as ramps.","Clear Branding, Accessibility","Focus Area 1 (Signage): Strong attention on the 'House of Falafel' sign, emphasizing branding.
Focus Area 2 (Entrance): Moderate focus on the door area, suggesting easy accessibility.","Signage Focus, Entrance Area","Improvement 1: Use vibrant colors or lighting on the signage to enhance its appeal.
Improvement 2: Add small decorative elements or outdoor seating to attract more customers.","Enhance Lighting, Add Decoration",77.0,72.0,65.0,72.0,"exteriorupdate,outdoorseating",1,1,0
20,https://drive.google.com/file/d/1CRy8dm9NjzwyGMsfKN1a2RvrNz4AfWMS/view?usp=drive_link,20_Shabu hotpot.HEIC,Restaurant,One Pot Shabu Shabu,Asian Restaurant,"Cupertino, CA",5.544512838,6.090828629,68.04380035,58.93747888,75.66082178,81.78854316,Good,Excellent," Bold signage with a traditional touch: 'One Pot' stands out with clear branding.
 Authentic Shabu Shabu neon sign: Highlights the food offering.","Bold signage, Neon signs"," Primary Focus on the 'One Pot' sign.
 Secondary Focus on the neon 'Shabu's ON' sign in the window.","Signage focus, Neon sign","Consider adding more decorative elements around the entrance.
Improve the lighting to make the storefront more visible in the evening.","Entrance Decor, Lighting Improvement","Bold Signage: The large ""One Pot"" sign is clear and stands out.
Themed Signage: The neon ""Shabu's ON"" sign highlights the cuisine.","Bold Signage, Themed Elements","Primary Focus: The ""One Pot"" sign captures attention first.
Secondary Focus: The neon sign adds character and appeal.","Signage Highlight, Neon Charm","Enhance Entrance Decor: Add greenery or thematic decorations to the entrance.
Improve Signage Lighting: Increase the brightness of signs for evening visibility.","Entrance Decor, Lighting Enhancement","Bold Logo: The 'One Pot' logo is prominently displayed, creating a strong identity.
Modern Design: The wooden facade and clean lines add a sophisticated touch.","Bold Signage, Modern Design","Focus Area 1 (Signage): Heatmap shows significant attention on the 'One Pot' logo, ensuring brand recall.
Focus Area 2 (Window Display): Moderate focus on window signage, indicating interest in store offerings.","Signage Focus, Window Display","Improvement 1: Add subtle lighting around the logo to enhance visibility during the evening.
Improvement 2: Use window displays to showcase key menu items or promotions.","Enhance Lighting, Promotional Appeal",91.0,52.0,64.0,79.0,"entrancedecor,lightingimprovement",0,5,0
